prolongamento,Index_complex,tipo
67126,0.520699750089254,cortico_CB1_POS
28197,0.0971181556195966,cortico_DAG
35133,0.200941593886463,cortico_DAG
33530,0.128162458722276,cortico_DAG
32918,0.168212255211624,cortico_DAG
32124,0.143222915666507,cortico_DAG
34549,0.166831456338775,cortico_DAG
33685,0.242693345323741,cortico_DAG
56149,0.158249006821078,cortico_DAG
35707,0.137366221341773,cortico_DAG
38480,0.267508042563722,cortico_DAG
24829,0.217565310559985,cortico_DAG
25954,0.0527737226277373,cortico_DAG
19653,0.0845444382336501,cortico_DAG
11511,0.12290460225541,cortico_DAG
15401,0.101720618256051,cortico_DAG
22890,0.0897160582199952,cortico_DAG
21988,0.0788437369082531,cortico_DAG
21345,0.25813290699291,cortico_DAG
19274,0.0848053181386514,cortico_DAG
22217,0.0613857203210816,cortico_DAG
24560,0.152898975614804,cortico_DAG
18123,0.462017989135275,cortico_DAG
16610,0.149165044565106,cortico_DAG
25327,0.220851535101212,cortico_DAG
32413,0.236262959472196,cortico_DAG
37390,0.124683959172207,cortico_DAG
34377,0.133294675272287,cortico_DAG
38694,0.20510292123752,cortico_DAG
23327,0.12858156823191,cortico_DAG
35177,0.135020163273335,cortico_DAG
32426,0.14992790667191,cortico_DAG
33497,0.267040108531542,cortico_DAG
30588,0.30339330448645,cortico_DAG
20470,0.151326699834162,cortico_DAG
26122,0.122451036382571,cortico_DAG
72203,0.38852472899729,cortico_DAG
53791,0.430487766143291,cortico_DAG
56446,0.151902157581585,cortico_DAG
39247,0.159215064590073,cortico_DAG
52475,0.257621843389687,cortico_DAG
44659,0.43133459819439,cortico_DAG
59851,0.521872853057247,cortico_DAG
55677,0.158334719051866,cortico_DAG
56219,0.54138012611863,cortico_DAG
58959,0.39770765443197,cortico_DAG
23460,0.0749576120815425,cortico_DAG
28077,0.101995778161581,cortico_DAG
26128,0.225538726027803,cortico_DAG
48271,0.275666996788812,cortico_DAG
23054,0.0516659810777458,cortico_DAG
40414,0.257791408789554,cortico_DAG
35828,0.433907410333386,cortico_DAG
60720,0.433972817271659,cortico_DAG
65321,0.417265866148054,cortico_DAG
39552,0.566667397068168,cortico_DAG
72800,0.588514582862311,cortico_DAG
62716,0.451250776540174,cortico_DAG
50773,0.548487785791145,cortico_DAG
61919,0.420586721564591,cortico_DAG
60623,0.613277537142529,cortico_DAG
25333,0.11429270680372,cortico_MAG
23643,0.310458469435371,cortico_MAG
31030,0.161962891943717,cortico_MAG
27150,0.421207469941161,cortico_MAG
36079,0.0938567410086397,cortico_MAG
27692,0.13868930981929,cortico_MAG
30515,0.217383498756123,cortico_MAG
30257,0.162505535872454,cortico_MAG
36830,0.308979699050621,cortico_MAG
48513,0.106722642655913,cortico_MAG
30178,0.0929638423852605,cortico_MAG
40388,0.0971318713254197,cortico_MAG
38026,0.148944741612766,cortico_MAG
57966,0.228077184291479,cortico_MAG
40239,0.130531547104581,cortico_MAG
35260,0.251618380558209,cortico_MAG
51453,0.181101986249045,cortico_MAG
61307,0.329956173426451,cortico_MAG
43647,0.180768797627539,cortico_MAG
39516,0.14714896188544,cortico_MAG
31929,0.170373642363457,cortico_MAG
63018,0.323855711250832,cortico_MAG
24134,0.119486300120398,cortico_MAG
43064,0.0772856806153714,cortico_MAG
38689,0.0996276471957179,cortico_MAG
24673,0.0487701441899915,cortico_MAG
25800,0.0999790692806809,cortico_MAG
22611,0.129375072195911,cortico_MAG
38735,0.105344604582409,cortico_MAG
23248,0.0914491167734875,cortico_MAG
42212,0.0830255897814659,cortico_MAG
26730,0.13270603504218,cortico_MAG
55781,0.463334616124687,cortico_MAG
49856,0.367028502507459,cortico_MAG
48897,0.194514455151964,cortico_MAG
63306,0.301258278145695,cortico_MAG
40774,0.346182832769431,cortico_MAG
68331,0.345732915864763,cortico_MAG
46395,0.197915045900109,cortico_MAG
46626,0.236227824463119,cortico_MAG
32998,0.143109402996702,cortico_MAG
42972,0.595774502149435,cortico_MAG
53472,0.259472634611123,cortico_MAG
66745,0.433062372057862,cortico_MAG
59137,0.108173729452571,cortico_MAG
68556,0.136095569333132,cortico_MAG
57862,0.483028813937905,cortico_MAG
59030,0.195074724555471,cortico_MAG
41232,0.503043305330907,cortico_MAG
54570,0.450491908928877,cortico_MAG
52280,0.545391304347826,cortico_MAG
73922,0.649015018066311,cortico_MAG
60408,0.545582427502163,cortico_MAG
56462,0.499738625791875,cortico_MAG
50272,0.445506987414932,cortico_MAG
40017,0.0680717279925478,cortico_MAG
48908,0.392394369696744,cortico_MAG
57103,0.487396542128225,cortico_MAG
38942,0.15444577136033,cortico_FAAH
34441,0.276130225519662,cortico_FAAH
37010,0.148039870168735,cortico_FAAH
39579,0.131182087586434,cortico_FAAH
28131,0.222492468422653,cortico_FAAH
35979,0.2405808725753,cortico_FAAH
24671,0.203210283241288,cortico_FAAH
40824,0.171826185742687,cortico_FAAH
30277,0.159205776173285,cortico_FAAH
